,LotArea,Street,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,CentralAir,MoSold,YrSold,SalePrice
958,8450,1,0,7,5,2003,2003,1,10,2007,185000
959,2572,1,3,7,5,1999,1999,1,5,2010,155000
960,7207,1,0,5,7,1958,2008,1,2,2010,116500
961,12227,1,0,6,7,1977,1995,1,7,2008,272000
962,2308,1,4,6,6,1976,1976,1,7,2007,155000
963,11923,1,0,9,5,2007,2007,1,5,2009,239000
964,11316,1,0,7,5,2002,2003,1,2,2010,214900
965,10237,1,0,6,5,2005,2007,1,7,2007,178900
966,9600,1,0,5,7,1940,1950,1,6,2009,160000
967,7390,1,0,5,7,1955,1955,1,7,2008,135000
968,5925,1,0,3,6,1910,1950,0,5,2009,37900
969,10382,1,1,6,5,1958,1958,1,3,2006,140000
970,10800,1,0,4,4,1949,1950,0,12,2006,135000
971,2268,1,3,7,5,2003,2004,1,7,2009,173000
972,7892,1,4,6,5,1979,1979,1,4,2010,99500
973,11639,1,0,7,5,2007,2008,1,12,2008,182000
974,11414,1,0,7,8,1910,1993,0,10,2009,167500
975,2651,1,3,7,5,2000,2000,1,4,2006,165000
976,5900,1,0,4,7,1923,1958,1,8,2006,85500
977,4274,1,4,7,5,2006,2007,1,11,2007,199900
978,9450,1,0,4,5,1954,1954,1,5,2007,110000
979,8816,1,0,5,6,1963,1963,1,6,2009,139000
980,12122,1,0,7,9,1961,2007,1,7,2008,178400
981,12203,1,0,8,5,1998,1999,1,7,2009,336000
982,3182,1,0,7,5,2007,2007,1,3,2008,159895
983,11250,1,0,8,5,2002,2002,1,5,2008,255900
984,10125,1,2,5,5,1977,1977,1,8,2009,126000
985,10880,1,1,5,5,1950,1950,0,8,2008,125000
986,5310,1,0,6,8,1910,2003,1,6,2006,117000
987,10159,1,0,9,5,2009,2010,1,4,2010,395192
988,12046,1,0,6,6,1976,1976,1,6,2007,195000
989,8125,1,0,7,5,2006,2006,1,8,2006,197000
990,9452,1,0,8,5,1997,1998,1,6,2006,348000
991,17671,1,0,8,9,1882,1986,1,11,2009,168000
992,9760,1,0,6,8,1964,1993,1,7,2007,187000
993,8846,1,0,6,5,2005,2006,1,8,2006,173900
994,12456,1,0,10,5,2006,2007,1,7,2009,337500
995,4712,1,0,4,7,1946,1950,1,8,2006,121600
996,10659,1,0,5,6,1961,1961,1,1,2006,136500
997,11717,1,0,6,6,1970,1970,1,2,2009,185000
998,9786,1,0,3,4,1922,1950,0,5,2006,91000
999,6762,1,0,7,5,2006,2006,1,2,2010,206000
1000,10206,1,0,3,3,1952,1952,0,7,2009,82000
1001,5400,1,0,5,6,1920,1950,1,1,2007,86000
1002,11957,1,0,8,5,2006,2006,1,7,2008,232000
1003,11500,1,2,5,6,1976,1976,1,6,2007,136905
1004,3182,1,4,7,5,2005,2006,1,5,2009,181000
1005,8385,1,0,5,8,1977,1977,1,11,2008,149900
1006,12155,1,0,6,3,1970,1970,1,3,2007,163500
1007,2217,1,4,4,4,1970,1970,1,8,2009,88000
1008,12118,1,0,7,5,2004,2005,1,4,2009,240000
1009,6000,1,0,5,5,1926,1950,1,6,2006,102000
1010,21286,1,0,5,5,1948,1950,1,8,2008,135000
1011,9825,1,2,5,5,1965,1965,0,5,2010,100000
1012,10592,1,0,6,7,1923,1996,1,8,2007,165000
1013,7200,1,0,5,4,1910,2006,0,6,2009,85000
1014,11664,1,0,6,5,1948,1950,1,11,2007,119200
1015,8400,1,0,8,6,2001,2001,1,11,2009,227000
1016,11883,1,0,7,5,1996,1996,1,6,2009,203000
1017,5814,1,4,8,5,1984,1984,1,8,2009,187500
1018,10784,1,0,7,5,1991,1992,1,5,2007,160000
1019,3013,1,4,7,5,2005,2005,1,4,2006,213490
1020,7024,1,0,4,5,2005,2005,1,6,2008,176000
1021,7406,1,0,7,5,2006,2006,1,7,2006,194000
1022,9439,1,0,5,5,1930,1950,1,3,2007,87000
1023,3182,1,4,7,5,2005,2006,1,5,2008,191000
1024,15498,1,0,8,6,1976,1976,1,5,2008,287000
1025,7700,1,0,5,5,1972,1972,1,3,2007,112500
1026,9300,1,0,5,5,1960,1960,1,4,2010,167500
1027,9520,1,0,8,5,2007,2008,1,4,2008,293077
1028,9492,1,0,5,5,1941,1950,1,4,2007,105000
1029,1680,1,3,6,7,1972,1972,1,5,2006,118000
1030,7082,1,1,5,8,1916,1995,1,7,2006,160000
1031,15863,1,0,7,3,1920,1970,1,8,2009,197000
1032,14541,1,0,8,7,1993,1993,1,11,2006,310000
1033,8125,1,0,7,5,2002,2002,1,2,2006,230000
1034,6305,1,0,5,7,1938,1950,1,6,2007,119750
1035,11500,1,0,4,3,1957,1957,0,1,2009,84000
1036,12898,1,0,9,5,2007,2008,1,9,2009,315500
1037,9240,1,0,8,5,2001,2002,1,9,2008,287000
1038,1533,1,3,4,6,1970,2008,1,5,2009,97000
1039,1477,1,4,4,4,1970,1970,1,4,2009,80000
1040,13125,1,0,5,4,1957,2000,1,1,2006,155000
1041,9130,1,0,6,8,1966,2000,1,7,2008,173000
1042,5381,1,3,6,5,2005,2005,1,8,2009,196000
1043,11839,1,0,7,5,1990,1990,1,5,2008,262280
1044,9600,1,0,8,5,1981,1981,1,7,2009,278000
1045,13680,1,0,3,5,1955,1955,1,6,2009,139600
1046,16056,1,0,9,5,2005,2006,1,7,2006,556581
1047,9245,1,0,5,5,1994,1995,1,2,2008,145000
1048,21750,1,0,5,4,1960,2006,1,11,2009,115000
1049,11100,1,0,4,7,1946,2006,1,4,2010,84900
1050,8993,1,0,7,5,2007,2007,1,8,2007,176485
1051,11175,1,0,7,5,2007,2007,1,10,2007,200141
1052,9500,1,0,6,6,1964,1978,1,6,2007,165000
1053,8562,1,0,5,6,1957,2002,1,5,2010,144500
1054,11367,1,0,8,5,2002,2002,1,11,2006,255000
1055,11361,1,0,6,5,1976,1976,1,5,2008,180000
1056,7052,1,4,7,5,2005,2005,1,6,2006,185850
1057,29959,1,0,7,6,1994,1994,1,1,2009,248000
1058,11308,1,0,9,5,2008,2008,1,7,2009,335000
1059,11275,1,0,6,7,1932,1950,1,3,2007,220000
1060,4920,1,4,8,5,2001,2001,1,4,2010,213500
1061,18000,0,0,3,4,1935,1950,1,8,2008,81000
1062,13600,1,1,5,5,1900,1950,0,9,2007,90000
1063,6000,1,0,6,6,1925,1980,1,7,2006,110500
1064,11000,1,0,5,6,1966,1966,1,11,2009,154000
1065,14000,1,0,7,5,1996,1997,1,4,2010,328000
1066,7837,1,0,6,7,1993,1994,1,5,2009,178000
1067,9760,1,0,6,6,1964,1964,1,6,2008,167900
1068,3964,1,4,6,4,1973,1973,1,6,2006,151400
1069,9600,1,0,5,7,1949,2003,1,5,2007,135000
1070,10152,1,0,5,5,1956,1956,1,6,2007,135000
1071,11700,1,0,6,6,1968,1968,1,5,2009,154000
1072,7585,1,0,5,3,1948,1950,1,8,2006,91500
1073,7950,1,0,6,6,1977,1977,1,7,2009,159500
1074,8556,1,0,7,5,2006,2006,1,5,2007,194000
1075,13125,1,0,7,6,1940,1984,1,7,2007,219500
1076,10800,1,0,5,8,1936,1989,1,4,2006,170000
1077,15870,1,0,5,5,1969,1969,1,3,2006,138800
1078,4435,1,4,6,5,2004,2004,1,5,2006,155900
1079,8775,1,0,5,5,1994,1994,1,4,2007,126000
1080,11040,1,0,6,7,1971,2004,1,10,2008,145000
1081,7500,1,0,5,5,1963,1963,1,6,2010,133000
1082,8749,1,0,7,5,2002,2002,1,9,2007,192000
1083,8800,1,0,6,6,1964,1964,1,3,2006,160000
1084,13031,1,0,6,5,1995,1996,1,7,2006,187500
1085,9069,1,0,6,6,1992,1992,1,4,2010,147000
1086,1974,1,4,4,5,1973,1973,1,5,2010,83500
1087,10574,1,0,8,5,2005,2006,1,5,2009,252000
1088,2522,1,3,7,5,2004,2004,1,4,2006,137500
1089,3316,1,4,8,5,2005,2005,1,4,2006,197000
1090,8544,1,2,3,4,1950,1950,0,6,2009,92900
1091,2160,1,3,7,5,1999,2000,1,3,2008,160000
1092,8400,1,0,6,5,1925,1950,1,6,2008,136500
1093,9230,1,0,5,8,1965,1998,1,10,2006,146000
1094,5868,1,0,5,7,1956,2000,1,5,2010,129000
1095,9317,1,0,6,5,2006,2006,1,3,2007,176432
1096,6882,1,0,6,7,1914,2006,1,3,2007,127000
1097,3696,1,4,8,5,1986,1986,1,10,2007,170000
1098,6000,1,0,4,6,1936,1950,1,7,2009,128000
1099,11880,1,0,7,5,1978,1978,1,4,2009,157000
1100,8400,1,0,2,5,1920,1950,0,1,2009,60000
1101,9758,1,0,5,5,1971,1971,1,7,2007,119500
1102,7000,1,0,5,7,1960,2002,1,4,2007,135000
1103,8910,1,0,6,6,1959,1959,1,7,2006,159500
1104,2016,1,4,5,5,1970,1970,1,4,2007,106000
1105,12256,1,0,8,5,1994,1995,1,4,2010,325000
1106,10357,1,0,7,5,1990,1991,1,5,2007,179900
1107,23257,1,0,7,5,2006,2006,1,9,2006,274725
1108,8063,1,0,6,5,2000,2000,1,11,2007,181000
1109,11362,1,0,8,5,2004,2005,1,3,2009,280000
1110,8000,1,0,6,5,1995,1996,1,6,2008,188000
1111,10480,1,0,7,6,1976,1976,1,9,2008,205000
1112,7100,1,0,5,7,1957,1957,1,7,2006,129900
1113,8923,1,0,5,7,1953,2006,1,5,2007,134500
1114,5400,1,0,5,7,1954,2000,1,8,2006,117000
1115,12085,1,0,8,5,2007,2007,1,11,2007,318000
1116,7750,1,0,8,5,2002,2002,1,3,2009,184100
1117,9764,1,0,5,7,1967,2003,1,5,2008,130000
1118,13825,1,0,5,6,1958,1987,1,12,2008,140000
1119,7560,1,0,5,5,1959,1959,1,7,2006,133700
1120,8263,1,0,6,5,1920,1950,1,5,2007,118400
1121,10084,1,0,7,5,2005,2006,1,7,2006,212900
1122,8926,1,0,4,3,1956,1956,1,10,2009,112000
1123,9405,1,0,5,9,1947,2008,1,6,2009,118000
1124,9125,1,0,7,5,1992,1992,1,7,2007,163900
1125,10434,1,0,4,5,1955,1955,1,11,2009,115000
1126,3684,1,4,7,5,2007,2007,1,6,2009,174000
1127,14572,1,0,7,5,2004,2004,1,11,2007,259000
1128,11796,1,0,7,5,2004,2005,1,7,2007,215000
1129,7200,1,2,5,5,1980,1980,1,8,2007,140000
1130,7804,1,0,4,3,1928,1950,1,12,2009,135000
1131,10712,1,0,5,5,1991,1992,1,9,2007,93500
1132,9900,1,0,6,4,1880,1950,1,5,2007,117500
1133,9828,1,0,8,5,1995,1995,1,6,2009,239500
1134,8773,1,0,6,5,1997,1997,1,8,2007,169000
1135,6180,1,0,6,5,1926,1950,0,5,2007,102000
1136,9600,1,0,6,5,1950,1950,1,4,2008,119000
1137,6342,1,0,5,8,1875,1996,0,5,2010,94000
1138,9819,1,0,6,5,1977,1977,1,5,2009,196000
1139,8731,1,0,5,5,1920,1950,1,5,2007,144000
1140,7350,1,0,5,7,1951,1951,1,6,2008,139000
1141,10304,1,0,5,7,1976,1976,1,10,2009,197500
1142,9965,1,0,8,5,2006,2007,1,4,2007,424870
1143,9000,1,0,5,3,1959,1959,1,7,2008,80000
1144,12180,1,1,4,4,1941,1950,0,7,2010,80000
1145,6240,1,0,5,6,1928,1950,1,8,2006,149000
1146,11200,1,0,6,5,1985,1985,1,5,2006,180000
1147,12000,1,0,7,7,1941,1950,1,7,2009,174500
1148,5700,1,0,7,7,1926,1950,1,8,2008,116900
1149,9000,1,0,7,9,1920,1988,1,7,2009,143000
1150,8280,1,0,6,5,1950,1950,1,11,2007,124000
1151,17755,1,0,5,4,1959,1959,1,11,2006,149900
1152,14115,1,0,6,7,1956,2004,1,7,2006,230000
1153,5890,1,0,6,8,1930,2007,1,6,2008,120500
1154,13700,1,0,7,6,1965,1988,1,5,2008,201800
1155,10768,1,0,5,8,1976,2004,1,7,2007,218000
1156,9350,1,0,5,8,1965,1999,1,10,2008,179900
1157,5001,1,3,7,5,2007,2008,1,7,2009,230000
1158,11932,1,0,8,5,2007,2008,1,6,2008,235128
1159,9120,1,0,6,6,1974,1974,1,7,2008,185000
1160,2280,1,3,6,5,1978,1978,1,7,2010,146000
1161,14778,1,0,6,7,1954,2006,1,11,2008,224000
1162,8724,1,0,5,5,1968,1968,1,5,2007,129000
1163,12900,1,2,4,4,1969,1969,1,1,2008,108959
1164,16157,1,0,5,7,1978,1978,1,6,2007,194000
1165,9541,1,0,7,5,2009,2009,1,9,2009,233170
1166,10475,1,0,8,5,2008,2008,1,2,2010,245350
1167,10852,1,0,6,5,2000,2000,1,2,2006,173000
1168,13728,1,0,6,7,1935,1986,1,7,2008,235000
1169,35760,1,0,10,5,1995,1996,1,7,2006,625000
1170,9880,1,0,6,6,1977,1977,1,7,2008,171000
1171,9120,1,0,6,6,1958,1958,1,11,2008,163000
1172,4017,1,4,7,5,2006,2007,1,3,2008,171900
1173,18030,1,0,5,6,1946,1994,1,3,2007,200500
1174,16560,1,0,6,8,1932,1950,1,7,2006,239000
1175,10678,1,0,8,5,1992,2000,1,4,2007,285000
1176,6951,1,0,5,5,1984,1985,1,10,2008,119500
1177,3950,1,0,6,8,1926,2004,1,12,2009,115000
1178,7681,1,0,5,6,1921,1950,1,7,2009,154900
1179,8335,1,0,5,5,1954,1954,1,4,2006,93000
1180,11170,1,0,7,5,1990,1991,1,4,2006,250000
1181,5587,1,4,8,5,2008,2008,1,11,2008,392500
1182,15623,1,0,10,5,1996,1996,1,7,2007,745000
1183,10800,1,0,5,6,1920,1950,1,6,2006,120000
1184,35133,0,0,5,4,1963,1963,1,5,2007,186700
1185,9738,1,0,5,7,1924,1950,1,3,2006,104900
1186,10615,1,1,3,5,1900,1970,1,8,2009,95000
1187,12461,1,0,8,5,1994,1995,1,7,2006,262000
1188,8935,1,0,7,5,2002,2002,1,7,2009,195000
1189,7500,1,0,7,5,1999,1999,1,6,2010,189000
1190,32463,1,1,4,4,1961,1975,1,3,2007,168000
1191,2645,1,3,8,5,1999,2000,1,11,2007,174000
1192,9600,1,0,5,8,1925,1994,1,7,2007,125000
1193,4500,1,4,6,5,1999,1999,1,6,2009,165000
1194,9364,1,0,6,7,1969,1969,1,3,2010,158000
1195,8029,1,0,6,5,2005,2005,1,7,2008,176000
1196,14054,1,0,7,5,2006,2006,1,11,2006,219210
1197,8850,1,0,7,6,1916,1950,1,7,2006,144000
1198,9100,1,0,7,5,2001,2001,1,6,2009,178000
1199,11235,1,0,4,5,1963,1979,1,10,2006,148000
1200,9353,1,0,4,5,1970,1970,1,7,2006,116050
1201,10400,1,0,7,5,1998,1998,1,3,2009,197900
1202,6000,1,0,5,8,1925,1997,1,5,2009,117000
1203,9750,1,0,7,5,2000,2001,1,10,2009,213000
1204,10140,1,0,5,6,1975,1975,1,7,2006,153500
1205,14684,1,0,7,7,1990,1991,1,6,2009,271900
1206,8900,1,0,4,4,1966,1966,1,11,2006,107000
1207,9135,1,0,6,5,2003,2003,1,5,2006,200000
1208,7763,1,0,5,7,1962,1980,1,10,2008,140000
1209,10182,1,0,8,5,2006,2006,1,5,2006,290000
1210,11218,1,0,6,5,1992,1992,1,5,2010,189000
1211,12134,1,0,8,7,1988,2005,1,6,2010,164000
1212,9340,1,0,4,6,1941,1950,1,8,2009,113000
1213,10246,1,0,4,9,1965,2001,1,5,2006,145000
1214,10205,1,0,5,5,1962,1962,1,5,2006,134500
1215,7094,1,0,5,5,1966,1966,1,5,2007,125000
1216,8930,1,2,6,5,1978,1978,1,4,2010,112000
1217,8640,1,0,8,5,2009,2009,1,9,2009,229456
1218,6240,1,0,4,5,1947,1950,0,7,2006,80500
1219,1680,1,3,6,5,1971,1971,1,4,2006,91500
1220,7800,1,0,5,5,1964,1964,1,11,2006,115000
1221,8250,1,0,5,5,1968,1968,1,8,2008,134000
1222,10496,1,0,6,6,1949,1950,1,1,2007,143000
1223,10680,1,0,5,3,1951,1951,0,10,2006,137900
1224,15384,1,0,7,5,2004,2005,1,2,2008,184000
1225,10482,1,0,6,8,1958,1958,1,6,2007,145000
1226,14598,1,0,6,5,2007,2007,1,1,2008,214000
1227,8872,1,0,5,8,1965,2008,1,12,2008,147000
1228,8769,1,4,9,5,2008,2008,1,10,2008,367294
1229,7910,1,0,5,5,1960,1960,1,8,2008,127000
1230,18890,1,2,5,5,1977,1977,1,8,2007,190000
1231,7728,1,2,5,6,1962,1962,1,5,2006,132500
1232,9842,1,2,4,5,1962,1962,1,3,2007,101800
1233,12160,1,0,5,5,1959,1959,1,5,2010,142000
1234,8525,1,0,5,6,1911,1950,0,11,2008,130000
1235,13132,1,0,5,5,1914,1950,1,7,2006,138887
1236,2628,1,3,7,5,2003,2003,1,6,2010,175500
1237,12393,1,0,7,5,2004,2005,1,9,2006,195000
1238,13072,1,0,6,5,2005,2005,1,3,2006,142500
1239,9037,1,0,8,5,2006,2006,1,12,2007,265900
1240,8158,1,0,7,5,2003,2003,1,7,2008,224900
1241,9849,1,0,7,6,2007,2007,1,6,2007,248328
1242,10625,1,0,7,6,1974,1974,1,1,2010,170000
1243,13891,1,0,10,5,2006,2006,1,9,2006,465000
1244,11435,1,0,8,7,1929,1950,1,6,2006,230000
1245,12090,1,0,6,7,1984,2003,1,1,2007,178000
1246,8125,1,0,7,5,2005,2006,1,3,2006,186500
1247,12328,1,0,6,5,1976,1976,1,5,2010,169900
1248,9600,1,0,6,5,1917,1950,0,4,2008,129500
1249,7200,1,0,5,7,1950,1950,1,5,2007,119000
1250,11160,1,0,7,5,1968,1968,1,4,2010,244000
1251,3136,1,4,7,5,2003,2003,1,3,2006,171750
1252,9858,1,0,5,6,1968,1968,1,11,2009,130000
1253,17542,1,0,7,7,1974,2003,1,7,2007,294000
1254,6931,1,0,7,5,2003,2004,1,7,2008,165400
1255,6240,1,0,6,6,1931,1950,1,11,2007,127500
1256,14303,1,0,8,5,1994,1994,1,8,2008,301500
1257,4060,1,0,5,8,1922,1950,1,7,2009,99900
1258,9587,1,0,7,5,2005,2005,1,7,2008,190000
1259,9750,1,0,6,8,1969,1969,1,7,2008,151000
1260,24682,1,0,6,5,1999,1999,1,6,2009,181000
1261,9600,1,0,5,6,1956,1956,1,6,2009,128900
1262,11250,1,0,4,5,1957,1989,1,11,2009,161500
1263,13515,1,0,6,6,1919,1950,1,7,2007,180500
1264,4060,1,4,6,5,1998,1999,1,8,2008,181000
1265,3735,1,4,7,5,1999,1999,1,3,2006,183900
1266,10120,1,1,7,4,1910,1950,0,1,2007,122000
1267,13214,1,0,9,5,2008,2009,1,5,2010,378500
1268,14100,1,0,8,9,1935,1997,1,5,2008,381000
1269,11344,1,0,5,5,1958,1958,1,7,2007,144000
1270,23595,1,0,7,6,1979,1979,1,4,2010,260000
1271,9156,1,0,6,7,1968,1968,1,8,2009,185750
1272,13526,1,0,5,6,1965,1965,1,11,2006,137000
1273,11512,1,0,6,7,1959,2006,1,5,2008,177000
1274,5362,1,0,5,6,1910,2003,1,11,2007,139000
1275,11345,1,2,5,5,1948,1950,1,7,2007,137000
1276,12936,1,0,6,6,1972,1972,1,12,2009,162000
1277,17871,1,0,6,5,1967,1976,1,6,2009,197900
1278,9473,1,0,8,5,2002,2002,1,3,2008,237000
1279,7500,1,0,4,4,1920,1950,1,4,2010,68400
1280,9808,1,0,7,5,2002,2002,1,3,2009,227000
1281,8049,1,0,7,5,1990,1990,1,7,2006,180000
1282,8800,1,0,5,7,1977,2008,1,9,2009,150500
1283,9400,1,2,6,5,1971,1971,1,4,2010,139000
1284,9638,1,0,6,7,1919,1990,1,3,2010,169000
1285,6000,1,0,6,6,1939,1950,1,5,2009,132500
1286,9790,1,0,6,5,1963,1963,1,6,2010,143000
1287,36500,1,0,5,5,1964,1964,1,6,2006,190000
1288,5664,1,4,8,5,2000,2000,1,10,2009,278000
1289,11065,1,0,8,5,2006,2006,1,10,2006,281000
1290,14112,1,0,5,7,1964,1964,1,4,2010,180500
1291,1680,1,3,5,7,1972,1972,1,2,2009,119500
1292,6600,1,0,5,4,1892,1965,0,12,2009,107500
1293,10140,1,0,7,5,1976,1976,1,3,2006,162900
1294,8172,1,0,5,7,1955,1990,1,4,2006,115000
1295,8400,1,0,5,5,1968,1968,1,11,2006,138500
1296,8700,1,0,5,6,1963,1963,1,12,2008,155000
1297,3675,1,4,6,5,2005,2006,1,6,2006,140000
1298,63887,1,0,10,5,2008,2008,1,1,2008,160000
1299,7500,1,0,5,7,1959,1994,1,5,2010,154000
1300,10762,1,0,7,5,1999,1999,1,5,2009,225000
1301,7500,1,0,6,7,1942,1950,1,11,2009,177500
1302,10120,1,0,8,5,1994,1994,1,12,2006,290000
1303,8688,1,0,7,5,2005,2005,1,4,2006,232000
1304,3363,1,4,7,5,2004,2004,1,4,2006,130000
1305,13173,1,0,9,5,2006,2007,1,11,2009,325000
1306,6955,1,4,7,5,2005,2006,1,9,2006,202500
1307,8072,1,0,5,5,1994,1995,1,5,2009,138000
1308,12000,1,0,5,7,1948,2005,1,5,2008,147000
1309,7153,1,0,6,5,1991,1991,1,6,2008,179200
1310,17500,1,0,7,8,1959,2002,1,5,2010,335000
1311,8814,1,0,7,5,2005,2007,1,1,2007,203000
1312,9572,1,0,8,5,1990,1990,1,6,2007,302000
1313,14774,1,0,9,5,1999,1999,1,5,2010,333168
1314,8190,1,0,4,6,1954,1954,1,10,2007,119000
1315,11075,1,0,6,5,1969,1969,1,6,2008,206900
1316,10226,1,0,8,5,2008,2008,1,1,2009,295493
1317,4230,1,4,7,5,2006,2007,1,4,2007,208900
1318,14781,1,0,8,5,2001,2002,1,8,2006,275000
1319,10215,1,0,4,5,1954,1954,1,2,2007,111000
1320,8400,1,0,6,3,1957,1957,1,6,2009,156500
1321,6627,1,0,3,6,1949,1950,0,7,2008,72500
1322,10186,1,0,7,5,1992,1992,1,6,2010,190000
1323,5330,1,0,4,7,1940,1950,1,12,2009,82500
1324,9986,1,0,8,5,2006,2007,1,2,2007,147000
1325,3636,1,0,4,4,1922,1950,0,1,2008,55000
1326,4270,1,0,3,6,1931,2006,1,5,2007,79000
1327,6600,1,0,5,9,1982,2008,1,10,2008,130500
1328,10440,1,0,6,7,1920,1950,1,6,2008,256000
1329,9084,1,0,7,5,1998,1998,1,6,2006,176500
1330,10000,1,0,8,5,2006,2006,1,12,2007,227000
1331,10780,1,0,5,5,1976,1976,1,7,2006,132500
1332,8877,1,0,4,6,1938,1958,1,5,2009,100000
1333,7200,1,0,5,6,1938,1995,1,7,2006,125500
1334,2368,1,4,5,6,1970,1970,1,5,2009,125000
1335,9650,1,0,6,5,1977,1977,1,4,2009,167900
1336,9246,1,2,5,5,1973,1973,1,11,2008,135000
1337,4118,1,0,4,4,1941,1950,0,3,2006,52500
1338,13450,1,0,7,5,2002,2002,1,6,2006,200000
1339,9560,1,0,5,7,1972,1972,1,6,2006,128500
1340,8294,1,0,4,5,1971,1971,1,6,2007,123000
1341,13695,1,0,6,5,2003,2004,1,7,2008,155000
1342,9375,1,0,8,5,2002,2002,1,8,2007,228500
1343,7558,1,0,6,6,1928,1950,1,3,2009,177000
1344,11103,1,0,7,5,2006,2006,1,7,2007,155835
1345,6000,1,0,4,4,1920,1950,1,7,2007,108500
1346,20781,1,0,7,7,1968,2003,1,6,2006,262500
1347,15306,1,0,8,5,2006,2007,1,5,2007,283463
1348,16196,1,0,7,5,1998,1998,1,8,2007,215000
1349,5250,1,0,8,5,1872,1987,0,12,2008,122000
1350,11643,1,2,5,5,1969,1969,1,8,2009,200000
1351,9247,1,0,6,6,1962,1962,1,3,2008,171000
1352,6000,1,0,6,9,1937,2000,1,7,2009,134900
1353,14720,1,0,8,5,1995,1996,1,3,2010,410000
1354,10316,1,0,7,5,2000,2000,1,6,2008,235000
1355,10192,1,0,7,6,1968,1992,1,9,2006,170000
1356,9477,1,0,5,5,1966,1966,1,10,2008,110000
1357,12537,1,0,5,6,1971,2008,1,4,2010,149900
1358,2117,1,3,6,5,2000,2000,1,6,2010,177500
1359,16737,1,0,9,5,2004,2005,1,9,2006,315000
1360,9842,1,0,5,6,1921,1998,1,5,2008,189000
1361,16158,1,0,7,5,2005,2005,1,6,2009,260000
1362,12513,1,0,4,4,1920,2007,1,6,2009,104900
1363,8499,1,0,6,5,2006,2007,1,3,2007,156932
1364,3180,1,4,7,5,2005,2005,1,4,2006,144152
1365,7500,1,0,7,5,2000,2000,1,1,2010,216000
1366,9179,1,0,7,5,1999,1999,1,6,2008,193000
1367,2665,1,4,5,6,1977,1977,1,7,2006,127000
1368,4435,1,4,6,5,2003,2004,1,6,2009,144000
1369,10635,1,0,8,5,2003,2003,1,5,2010,232000
1370,5400,1,0,4,6,1920,1950,1,10,2009,105000
1371,9600,1,0,6,6,1955,1996,1,10,2008,165500
1372,9750,1,0,7,6,1998,1998,1,6,2006,274300
1373,11400,1,0,10,5,2001,2002,1,3,2007,466500
1374,10625,1,0,7,5,2005,2005,1,7,2008,250000
1375,10991,1,0,8,5,2007,2007,1,12,2007,239000
1376,6292,1,0,6,5,1930,1950,0,4,2008,91000
1377,10998,1,0,5,5,1941,1960,1,7,2009,117000
1378,1953,1,3,6,5,1973,1973,1,6,2006,83000
1379,9735,1,0,5,5,2006,2007,1,5,2008,167500
1380,8212,1,0,3,3,1914,1950,0,6,2010,58500
1381,12925,1,0,6,7,1970,1970,1,5,2008,237500
1382,7200,1,0,7,7,1920,1950,1,10,2006,157000
1383,25339,1,0,5,7,1918,2007,1,8,2007,112000
1384,9060,1,0,6,5,1939,1950,1,10,2009,105000
1385,5436,1,0,4,8,1922,2007,1,5,2010,125500
1386,16692,1,0,7,5,1978,1978,1,7,2006,250000
1387,8520,1,0,6,7,1916,1950,0,8,2007,136000
1388,14892,1,0,9,5,2006,2007,1,10,2009,377500
1389,6000,1,0,6,6,1941,1950,1,3,2007,131000
1390,9100,1,0,7,5,2000,2000,1,9,2006,235000
1391,8944,1,2,5,5,1967,1967,1,4,2009,124000
1392,7838,1,0,5,5,1967,1967,1,12,2006,123000
1393,10800,1,1,6,7,1905,2000,0,4,2008,163000
1394,4045,1,4,7,5,2006,2006,1,10,2006,246578
1395,12665,1,0,8,5,2005,2006,1,2,2007,281213
1396,57200,1,0,5,5,1948,1950,1,6,2010,160000
1397,6120,1,0,5,8,1920,2004,1,5,2007,137500
1398,7200,1,0,5,4,1950,1982,1,5,2009,138000
1399,6171,1,0,6,6,1925,1990,1,10,2009,137450
1400,6000,1,0,6,7,1929,1950,1,7,2008,120000
1401,7415,1,0,6,5,2004,2004,1,4,2008,193000
1402,6762,1,0,7,5,2006,2006,1,7,2006,193879
1403,15256,1,0,8,5,2007,2007,1,8,2007,282922
1404,10410,1,0,3,4,1915,1950,1,1,2006,105000
1405,3842,1,4,8,5,2004,2005,1,1,2008,275000
1406,8445,1,0,5,7,1972,2007,1,3,2009,133000
1407,8780,1,0,5,5,1985,1985,1,3,2009,112000
1408,7740,1,0,4,7,1910,1950,1,6,2010,125500
1409,20544,1,0,7,6,1986,1991,1,11,2008,215000
1410,12420,1,0,7,5,2001,2001,1,6,2009,230000
1411,9600,1,0,6,8,1950,2005,1,9,2009,140000
1412,7200,1,2,4,5,1949,1950,0,6,2009,90000
1413,10994,1,0,8,5,2005,2006,1,9,2009,257000
1414,13053,1,0,6,7,1923,2000,1,6,2008,207000
1415,3635,1,4,7,5,2007,2007,1,5,2009,175900
1416,11340,1,1,4,6,1885,1950,1,4,2010,122500
1417,16545,1,0,8,5,1998,1998,1,5,2009,340000
1418,9204,1,0,5,5,1963,1963,1,8,2008,124000
1419,16381,1,0,6,5,1969,1969,1,12,2006,223000
1420,11700,1,0,6,6,1968,1968,1,5,2006,179900
1421,4043,1,4,6,5,1977,1977,1,7,2010,127500
1422,4435,1,4,6,5,2003,2003,1,3,2008,136500
